plant_id,genotype,time_days,treatment,replicate,cycle,phase,water_potential,stomatal_conductance
S_D_4,Sensitive,18,Drought,4,1,PostDrought,-1.2464581470368206,0.205364838642816
S_D_4,Sensitive,19,Drought,4,1,PostDrought,-1.1448524908659177,0.2257501685750352
S_D_4,Sensitive,20,Drought,4,1,PostDrought,-1.2964637727833772,0.24193830841523573
S_D_4,Sensitive,21,Drought,4,2,PreDrought,-0.9719014609899466,0.3028364399324011
S_D_4,Sensitive,22,Drought,4,2,PreDrought,-1.0155870391013677,NA
S_D_4,Sensitive,23,Drought,4,2,PreDrought,-1.0569727503468438,0.2711697858511894
S_D_4,Sensitive,24,Drought,4,2,PreDrought,-1.009381456390293,0.32347441446668657
S_D_4,Sensitive,25,Drought,4,2,Drought,-1.237387851958104,0.278152507416307
S_D_4,Sensitive,26,Drought,4,2,Drought,-1.4545328418075696,0.2324734817588469
S_D_4,Sensitive,27,Drought,4,2,Drought,-1.6267623723206182,0.2183474245368663
S_D_4,Sensitive,28,Drought,4,2,Drought,-1.8121225825736167,0.17850561082589841
S_D_4,Sensitive,29,Drought,4,2,Drought,-2.1487099275815646,0.14726795104914528
S_D_4,Sensitive,30,Drought,4,2,Drought,-2.368211636581092,0.07449362255816608
S_D_4,Sensitive,31,Drought,4,2,Rewatering,-2.0914489912489,0.09275887507434075
S_D_4,Sensitive,32,Drought,4,2,Rewatering,-2.022299105758354,0.10076921461977276
S_D_4,Sensitive,33,Drought,4,2,Rewatering,-1.8648668431136524,0.17885153569817638
S_D_4,Sensitive,34,Drought,4,2,Rewatering,-1.7617707168788557,0.1713685211501545
S_D_4,Sensitive,35,Drought,4,2,Rewatering,-1.5841530177101588,0.21814195998874772
S_D_4,Sensitive,36,Drought,4,2,PostDrought,-1.6111385482261795,0.17323568491715408
S_D_4,Sensitive,37,Drought,4,2,PostDrought,-1.5319220767539683,0.2193933804110968
S_D_4,Sensitive,38,Drought,4,2,PostDrought,-1.5675737913476326,0.2158591926017613
S_D_4,Sensitive,39,Drought,4,2,PostDrought,-1.5398917952269051,0.195088163124264
S_D_4,Sensitive,40,Drought,4,2,PostDrought,-1.3054284558966889,0.2197375239082726
T_C_1,Tolerant,0,Control,1,1,PreDrought,-0.8502829890110514,0.35550825942154046
T_C_1,Tolerant,1,Control,1,1,PreDrought,-0.8806441448146591,0.37873811426208015
T_C_1,Tolerant,2,Control,1,1,PreDrought,-0.8634619827229093,0.3590607678141907
T_C_1,Tolerant,3,Control,1,1,PreDrought,-0.8232103016811784,0.3847607180289958
T_C_1,Tolerant,4,Control,1,1,PreDrought,-0.8141329317944085,0.37516479478081916
T_C_1,Tolerant,5,Control,1,1,Drought,-0.8363816039585322,0.33476225927387826
T_C_1,Tolerant,6,Control,1,1,Drought,-0.8604315236683703,0.35486817649351726
T_C_1,Tolerant,7,Control,1,1,Drought,-0.7859574995024503,0.33455962998043715
T_C_1,Tolerant,8,Control,1,1,Drought,-0.840582809418776,0.35994891490239883
T_C_1,Tolerant,9,Control,1,1,Drought,-0.8976032723754529,0.3759089923098953
T_C_1,Tolerant,10,Control,1,1,Drought,-0.8010488039879359,0.3756620769500867
T_C_1,Tolerant,11,Control,1,1,Rewatering,-0.8845830601083077,0.3769417166006538
T_C_1,Tolerant,12,Control,1,1,Rewatering,-0.7658748344593214,0.3735345989611517
T_C_1,Tolerant,13,Control,1,1,Rewatering,-0.8717934483877222,0.39980129153506627
T_C_1,Tolerant,14,Control,1,1,Rewatering,-0.8551770202848341,0.3666317065538583
T_C_1,Tolerant,15,Control,1,1,Rewatering,-0.9004227209632424,NA
T_C_1,Tolerant,16,Control,1,1,PostDrought,-0.8139880048208586,0.3670727543636249
T_C_1,Tolerant,17,Control,1,1,PostDrought,-0.8071915437855895,0.37755895187292277
T_C_1,Tolerant,18,Control,1,1,PostDrought,-0.9453813712425992,0.3690261534892165
T_C_1,Tolerant,19,Control,1,1,PostDrought,-0.7792730830298098,0.36631488179342453
T_C_1,Tolerant,20,Control,1,1,PostDrought,-0.8363190154904414,0.34237449525259644
T_C_1,Tolerant,21,Control,1,2,PreDrought,-0.7504582156208525,0.3587206113597331
T_C_1,Tolerant,22,Control,1,2,PreDrought,-0.9200807441191496,0.3640695139098804
T_C_1,Tolerant,23,Control,1,2,PreDrought,-0.8616995648748124,0.33770596679340353
T_C_1,Tolerant,24,Control,1,2,PreDrought,-0.8578868298022725,0.34155311224498475
T_C_1,Tolerant,25,Control,1,2,Drought,-0.8848857231264063,0.3648088825588724
T_C_1,Tolerant,26,Control,1,2,Drought,-0.8804044122463603,0.34241736680870993
T_C_1,Tolerant,27,Control,1,2,Drought,-0.9062569097134008,0.3472501277061671
T_C_1,Tolerant,28,Control,1,2,Drought,-0.878343197053085,0.3514216901352287
T_C_1,Tolerant,29,Control,1,2,Drought,-0.8548007157518099,0.3394272172984184
T_C_1,Tolerant,30,Control,1,2,Drought,-0.9468251327454978,0.36886108026651915
T_C_1,Tolerant,31,Control,1,2,Rewatering,-0.9305045807814128,0.3400667525909302
T_C_1,Tolerant,32,Control,1,2,Rewatering,-0.9376566444969896,0.3462231504863506
T_C_1,Tolerant,33,Control,1,2,Rewatering,-0.9442718286495765,0.34761657565168025
T_C_1,Tolerant,34,Control,1,2,Rewatering,-0.8119110944188245,0.3516492396728152
T_C_1,Tolerant,35,Control,1,2,Rewatering,-0.8569838543065087,0.36940140072157707
T_C_1,Tolerant,36,Control,1,2,PostDrought,-0.9829795136049362,0.3592015765179041
T_C_1,Tolerant,37,Control,1,2,PostDrought,-0.8480880165037622,0.35900177552937357
T_C_1,Tolerant,38,Control,1,2,PostDrought,-0.9691362478261727,0.3602141161296151
T_C_1,Tolerant,39,Control,1,2,PostDrought,-0.8341781111098188,0.3628849838555299
T_C_1,Tolerant,40,Control,1,2,PostDrought,-0.8198860820572472,0.3525322164471413
T_C_2,Tolerant,0,Control,2,1,PreDrought,-0.8962635242192841,0.35862697221392936
T_C_2,Tolerant,1,Control,2,1,PreDrought,-0.8930148771062124,0.3915303568258042
T_C_2,Tolerant,2,Control,2,1,PreDrought,-0.7909058791432043,0.3456679650920404
T_C_2,Tolerant,3,Control,2,1,PreDrought,-0.8840578344039316,0.37045825644319574
T_C_2,Tolerant,4,Control,2,1,PreDrought,-0.8204858877619127,0.3581225755574486
T_C_2,Tolerant,5,Control,2,1,Drought,-0.8635811334142739,0.35410361945382257
T_C_2,Tolerant,6,Control,2,1,Drought,-0.7928143829554819,0.3814014052898199
T_C_2,Tolerant,7,Control,2,1,Drought,-0.9277119034539935,0.37328628782029993
T_C_2,Tolerant,8,Control,2,1,Drought,-0.806933790355045,0.35184199894482887
T_C_2,Tolerant,9,Control,2,1,Drought,-0.8949962514472807,0.342108043826657
T_C_2,Tolerant,10,Control,2,1,Drought,-0.8355458536397424,0.3779756028335161
T_C_2,Tolerant,11,Control,2,1,Rewatering,-0.8457782710162625,0.3674864491293939
T_C_2,Tolerant,12,Control,2,1,Rewatering,-0.920085858328109,0.37846895621914234
T_C_2,Tolerant,13,Control,2,1,Rewatering,-0.8380036484551043,0.3756626423464676
T_C_2,Tolerant,14,Control,2,1,Rewatering,-0.7935340632294652,0.34017705424930417
T_C_2,Tolerant,15,Control,2,1,Rewatering,-0.83875144311881,0.34771793906414217
T_C_2,Tolerant,16,Control,2,1,PostDrought,-0.8672741445810024,0.3510706426734916
T_C_2,Tolerant,17,Control,2,1,PostDrought,-0.8815395835752913,0.3618523784757633
T_C_2,Tolerant,18,Control,2,1,PostDrought,-0.8061785318518444,0.37466804784851454
T_C_2,Tolerant,19,Control,2,1,PostDrought,NA,0.3585760219473977
T_C_2,Tolerant,20,Control,2,1,PostDrought,-0.8398824664693155,0.38097418896329943
T_C_2,Tolerant,21,Control,2,2,PreDrought,-0.804838857231224,0.33903995621175437
T_C_2,Tolerant,22,Control,2,2,PreDrought,-0.7274408539582018,0.3768620395112213
T_C_2,Tolerant,23,Control,2,2,PreDrought,-0.8195658157406991,0.35611623783269913
T_C_2,Tolerant,24,Control,2,2,PreDrought,-0.8565322340463554,0.3309304946601044
T_C_2,Tolerant,25,Control,2,2,Drought,-0.8816440943847185,0.3536458590569079
T_C_2,Tolerant,26,Control,2,2,Drought,-0.7620259898050604,0.35452090965971134
T_C_2,Tolerant,27,Control,2,2,Drought,-0.9106764471595916,0.34811550822902976
T_C_2,Tolerant,28,Control,2,2,Drought,-0.8515398195185285,0.3557305127102198
T_C_2,Tolerant,29,Control,2,2,Drought,-0.9229317653960933,0.3527413983175863
T_C_2,Tolerant,30,Control,2,2,Drought,-0.8192157676372732,0.3626411014838128
T_C_2,Tolerant,31,Control,2,2,Rewatering,-0.8528097315199745,0.35472950689039684
T_C_2,Tolerant,32,Control,2,2,Rewatering,-0.8609936610205038,0.37114604313847177
T_C_2,Tolerant,33,Control,2,2,Rewatering,-0.9797154294675781,0.3356665871634551
T_C_2,Tolerant,34,Control,2,2,Rewatering,-0.8463588672855961,NA
T_C_2,Tolerant,35,Control,2,2,Rewatering,-0.9122883086656163,0.335759759117379
T_C_2,Tolerant,36,Control,2,2,PostDrought,-0.9102946034261712,0.35992716007395076
T_C_2,Tolerant,37,Control,2,2,PostDrought,-0.8552521305704944,0.3561151874013078
T_C_2,Tolerant,38,Control,2,2,PostDrought,-0.8794509000069335,0.37408682825191014
T_C_2,Tolerant,39,Control,2,2,PostDrought,-0.8395656428293485,0.3681733367450399
T_C_2,Tolerant,40,Control,2,2,PostDrought,-0.8966300350586985,0.3447286702100232
T_C_3,Tolerant,0,Control,3,1,PreDrought,-0.8301794841382308,0.34925148410391776
T_C_3,Tolerant,1,Control,3,1,PreDrought,-0.8955229804235197,0.36378153106699124
T_C_3,Tolerant,2,Control,3,1,PreDrought,-0.9259736678592771,0.3651816090760464
T_C_3,Tolerant,3,Control,3,1,PreDrought,-0.9152967480526778,0.36682570693039396
T_C_3,Tolerant,4,Control,3,1,PreDrought,-0.8779151153383287,0.3581658870520396
T_C_3,Tolerant,5,Control,3,1,Drought,-0.7080622169247409,0.35730169035527526
T_C_3,Tolerant,6,Control,3,1,Drought,-0.8046600371799028,0.3469222608135716
T_C_3,Tolerant,7,Control,3,1,Drought,-0.8859624965518216,0.3737208855447784
T_C_3,Tolerant,8,Control,3,1,Drought,-0.7341725145380027,0.37489076460815846
T_C_3,Tolerant,9,Control,3,1,Drought,-0.7526421897357016,0.36005140843023603
T_C_3,Tolerant,10,Control,3,1,Drought,-0.8091600190319567,0.37984382058070143
T_C_3,Tolerant,11,Control,3,1,Rewatering,-0.8284389204930278,0.38267737043952255
T_C_3,Tolerant,12,Control,3,1,Rewatering,-0.8552423333832169,0.3754586520758098
T_C_3,Tolerant,13,Control,3,1,Rewatering,-0.8810767380488846,0.36826582052514556
T_C_3,Tolerant,14,Control,3,1,Rewatering,-0.7524555167942732,0.361172777890396
T_C_3,Tolerant,15,Control,3,1,Rewatering,-0.7936357780644034,0.38292165080758345
T_C_3,Tolerant,16,Control,3,1,PostDrought,-0.8253639377782862,0.3597253485446958
T_C_3,Tolerant,17,Control,3,1,PostDrought,-0.7567462434579898,0.37584299119870124
T_C_3,Tolerant,18,Control,3,1,PostDrought,-0.796391260366079,0.37207832967997245
T_C_3,Tolerant,19,Control,3,1,PostDrought,-0.819502696950585,0.38191426211997564
T_C_3,Tolerant,20,Control,3,1,PostDrought,-0.8294603256005627,0.35696621942863543
T_C_3,Tolerant,21,Control,3,2,PreDrought,-0.8658983466332097,0.3490931779709262
T_C_3,Tolerant,22,Control,3,2,PreDrought,-0.7722943594743211,0.3602100806822965
T_C_3,Tolerant,23,Control,3,2,PreDrought,-0.843054142039445,0.337990779976072
T_C_3,Tolerant,24,Control,3,2,PreDrought,-0.8810609165305839,0.3577311803953136
T_C_3,Tolerant,25,Control,3,2,Drought,-0.8767796652246158,0.37179213548581674
T_C_3,Tolerant,26,Control,3,2,Drought,-0.9964265833159927,0.37587023499348926
T_C_3,Tolerant,27,Control,3,2,Drought,-0.8734186330061532,0.33404601999204436
T_C_3,Tolerant,28,Control,3,2,Drought,-0.842350349292182,0.34932559302928373
T_C_3,Tolerant,29,Control,3,2,Drought,-0.9062685178760977,0.3606139308979481
T_C_3,Tolerant,30,Control,3,2,Drought,-0.8110780380706001,0.34625160280653355
T_C_3,Tolerant,31,Control,3,2,Rewatering,-0.8595642915550318,0.3683482407933005
T_C_3,Tolerant,32,Control,3,2,Rewatering,-0.7766123056173855,0.3419458914414758
T_C_3,Tolerant,33,Control,3,2,Rewatering,-0.9183216034512169,0.33569389618831763
T_C_3,Tolerant,34,Control,3,2,Rewatering,-0.8683179587655128,0.3694000271894638
T_C_3,Tolerant,35,Control,3,2,Rewatering,-0.8987462286580655,0.36485857226364854
T_C_3,Tolerant,36,Control,3,2,PostDrought,-0.914618771196313,0.3668383309084304
T_C_3,Tolerant,37,Control,3,2,PostDrought,-0.9281724758157239,0.35149988269729954
T_C_3,Tolerant,38,Control,3,2,PostDrought,-0.8984366789663666,0.3753208537483882
T_C_3,Tolerant,39,Control,3,2,PostDrought,-0.9327906114545936,0.36725188049930396
T_C_3,Tolerant,40,Control,3,2,PostDrought,-0.8697067125137794,0.3281081190242122
T_C_4,Tolerant,0,Control,4,1,PreDrought,-0.829822587052307,0.3788766849629788
T_C_4,Tolerant,1,Control,4,1,PreDrought,-0.8899528078646306,0.34233520276082813
T_C_4,Tolerant,2,Control,4,1,PreDrought,-0.7983125091399305,0.3780830909034041
T_C_4,Tolerant,3,Control,4,1,PreDrought,-0.8693519840030112,0.3669387102220031
T_C_4,Tolerant,4,Control,4,1,PreDrought,NA,0.3516884625988633
T_C_4,Tolerant,5,Control,4,1,Drought,-0.8688361025150316,0.3599152290747092
T_C_4,Tolerant,6,Control,4,1,Drought,-0.829895982359205,0.3340492223292858
T_C_4,Tolerant,7,Control,4,1,Drought,-0.7235751576649152,0.35553401557115516
T_C_4,Tolerant,8,Control,4,1,Drought,-0.8423290754805645,0.3303239255943499
T_C_4,Tolerant,9,Control,4,1,Drought,-0.9096327134977598,0.3583068608449874
T_C_4,Tolerant,10,Control,4,1,Drought,-0.8684222122587518,0.3742675831655482
T_C_4,Tolerant,11,Control,4,1,Rewatering,-0.8610561804853687,0.3754490514087875
T_C_4,Tolerant,12,Control,4,1,Rewatering,-0.8804541211439201,0.37283248767929467
T_C_4,Tolerant,13,Control,4,1,Rewatering,-0.8171295663948913,0.36463395226092177
T_C_4,Tolerant,14,Control,4,1,Rewatering,-0.8527121306357989,0.35759965905893926
T_C_4,Tolerant,15,Control,4,1,Rewatering,-0.7974714903576385,0.3591423604905927
T_C_4,Tolerant,16,Control,4,1,PostDrought,-0.8510675296204113,0.36364972958331654
T_C_4,Tolerant,17,Control,4,1,PostDrought,-0.7030034957277381,0.3732886435175509
T_C_4,Tolerant,18,Control,4,1,PostDrought,-0.8998815692792749,0.38760884868794615
T_C_4,Tolerant,19,Control,4,1,PostDrought,-0.8192318606397007,0.37363755518880654
T_C_4,Tolerant,20,Control,4,1,PostDrought,-0.9189545680595553,0.34954189681254644
T_C_4,Tolerant,21,Control,4,2,PreDrought,-0.919712561512062,0.3805650127209286
T_C_4,Tolerant,22,Control,4,2,PreDrought,-0.8309849896706138,0.34921107537663254
T_C_4,Tolerant,23,Control,4,2,PreDrought,-0.9229235176358688,0.37383239800457446
T_C_4,Tolerant,24,Control,4,2,PreDrought,-0.9192906581639549,0.3613640974474968
T_C_4,Tolerant,25,Control,4,2,Drought,-0.9056132446608495,0.3820896563583639
T_C_4,Tolerant,26,Control,4,2,Drought,-0.8702479540951424,0.3530859673292351
T_C_4,Tolerant,27,Control,4,2,Drought,-0.9411458234720318,0.35328371560467153
T_C_4,Tolerant,28,Control,4,2,Drought,-0.748654572280199,0.34031343721465285
T_C_4,Tolerant,29,Control,4,2,Drought,-0.8385957995050513,0.37574701328947746
T_C_4,Tolerant,30,Control,4,2,Drought,-0.8783174207249683,0.3426122278523281
T_C_4,Tolerant,31,Control,4,2,Rewatering,-0.9545338489810657,0.35485915559993775
T_C_4,Tolerant,32,Control,4,2,Rewatering,-0.8901540564486394,0.34161815025642633
T_C_4,Tolerant,33,Control,4,2,Rewatering,-0.7142536135821147,0.3670688644343223
T_C_4,Tolerant,34,Control,4,2,Rewatering,-0.907987901682658,0.3449261028233121
T_C_4,Tolerant,35,Control,4,2,Rewatering,-0.8235872860303541,0.34158178550546386
T_C_4,Tolerant,36,Control,4,2,PostDrought,-0.820445625007808,0.3676271718233532
T_C_4,Tolerant,37,Control,4,2,PostDrought,-0.8956735192100841,0.33828336530353076
T_C_4,Tolerant,38,Control,4,2,PostDrought,-0.8528488840102917,0.36565161503828486
T_C_4,Tolerant,39,Control,4,2,PostDrought,-0.9378614815382172,0.3702118647989417
T_C_4,Tolerant,40,Control,4,2,PostDrought,-0.9143380438271037,0.39388558603302437
T_D_1,Tolerant,0,Drought,1,1,PreDrought,-0.871088872717743,0.35181657319747556
T_D_1,Tolerant,1,Drought,1,1,PreDrought,-0.7299232348853111,0.34126623422997826
T_D_1,Tolerant,2,Drought,1,1,PreDrought,-0.8844353350359573,0.34955595762302927
T_D_1,Tolerant,3,Drought,1,1,PreDrought,-0.7395523278992083,0.36288499357869297
T_D_1,Tolerant,4,Drought,1,1,PreDrought,-0.8020062994607638,0.3640212988071691
T_D_1,Tolerant,5,Drought,1,1,Drought,-0.9982122426634426,0.3214705459916637
T_D_1,Tolerant,6,Drought,1,1,Drought,-1.1310901658796648,0.28385812218639744
T_D_1,Tolerant,7,Drought,1,1,Drought,-1.2122239915700455,0.28814973308183506
T_D_1,Tolerant,8,Drought,1,1,Drought,-1.5142000778835794,0.2406383246032619
T_D_1,Tolerant,9,Drought,1,1,Drought,-1.5886378177737681,0.20441353415826893
T_D_1,Tolerant,10,Drought,1,1,Drought,-1.6501034336565452,0.178246191809311
T_D_1,Tolerant,11,Drought,1,1,Rewatering,-1.6284769437100088,0.20655048365817444
T_D_1,Tolerant,12,Drought,1,1,Rewatering,-1.417904356130965,0.24208300448105996
T_D_1,Tolerant,13,Drought,1,1,Rewatering,-1.3350623500964405,0.25421058538995933
T_D_1,Tolerant,14,Drought,1,1,Rewatering,NA,0.26229555833263896
T_D_1,Tolerant,15,Drought,1,1,Rewatering,-1.0868893793348693,0.2863359538450864
T_D_1,Tolerant,16,Drought,1,1,PostDrought,-1.1246581261738804,0.340611882504441
T_D_1,Tolerant,17,Drought,1,1,PostDrought,-1.141098302438661,0.29526535807405196
T_D_1,Tolerant,18,Drought,1,1,PostDrought,-1.0243437163256244,0.30145143709009325
T_D_1,Tolerant,19,Drought,1,1,PostDrought,-1.074315361959659,0.32211338212423146
T_D_1,Tolerant,20,Drought,1,1,PostDrought,-1.0389141707053349,0.3117831995335715
T_D_1,Tolerant,21,Drought,1,2,PreDrought,-0.9040729533678863,0.3507494705085954
T_D_1,Tolerant,22,Drought,1,2,PreDrought,-0.938036139035201,0.35276355728083825
T_D_1,Tolerant,23,Drought,1,2,PreDrought,-0.7849619487320242,0.34924537331239247
T_D_1,Tolerant,24,Drought,1,2,PreDrought,-0.8424840442500662,0.35568542975007145
T_D_1,Tolerant,25,Drought,1,2,Drought,-0.9124331932160632,0.33595360540499236
T_D_1,Tolerant,26,Drought,1,2,Drought,-1.0456184338860113,0.3009832185976818
T_D_1,Tolerant,27,Drought,1,2,Drought,-1.151836950838489,0.25391261401745374
T_D_1,Tolerant,28,Drought,1,2,Drought,-1.2344789547733173,0.2458021786487185
T_D_1,Tolerant,29,Drought,1,2,Drought,-1.4557513897698455,0.24576211338789192
T_D_1,Tolerant,30,Drought,1,2,Drought,-1.4987080357640192,0.2451717686082109
T_D_1,Tolerant,31,Drought,1,2,Rewatering,-1.2695990397199126,0.2672520763869646
T_D_1,Tolerant,32,Drought,1,2,Rewatering,-1.1963947747699044,0.25917972880256823
T_D_1,Tolerant,33,Drought,1,2,Rewatering,-1.1539719074603143,0.299068267813466
T_D_1,Tolerant,34,Drought,1,2,Rewatering,-1.1088759322339738,0.33392704503101445
T_D_1,Tolerant,35,Drought,1,2,Rewatering,-0.9185830255076866,0.33473949939688885
T_D_1,Tolerant,36,Drought,1,2,PostDrought,-0.9556686678176057,0.3245971861135997
T_D_1,Tolerant,37,Drought,1,2,PostDrought,-0.9767196816402594,0.33795037654518584
T_D_1,Tolerant,38,Drought,1,2,PostDrought,-0.8964712602064828,0.35389048262644224
T_D_1,Tolerant,39,Drought,1,2,PostDrought,-0.9577923455987896,0.3781994894174544
T_D_1,Tolerant,40,Drought,1,2,PostDrought,-1.1005597728317071,0.3604719967601056
T_D_2,Tolerant,0,Drought,2,1,PreDrought,-0.9068212209827117,0.36039232658609005
T_D_2,Tolerant,1,Drought,2,1,PreDrought,-0.9104003528616644,0.34854099923131737
T_D_2,Tolerant,2,Drought,2,1,PreDrought,-0.816110707578489,0.3577988493949692
T_D_2,Tolerant,3,Drought,2,1,PreDrought,-0.8473569605117374,0.3760561840639568
T_D_2,Tolerant,4,Drought,2,1,PreDrought,-0.7930724278480126,0.362275586089292
T_D_2,Tolerant,5,Drought,2,1,Drought,-0.929617252374064,0.32854183753116833
T_D_2,Tolerant,6,Drought,2,1,Drought,NA,0.2915905565462445
T_D_2,Tolerant,7,Drought,2,1,Drought,-1.23584592250783,0.2751173155004961
T_D_2,Tolerant,8,Drought,2,1,Drought,-1.5170876165242895,0.24452731003568168
T_D_2,Tolerant,9,Drought,2,1,Drought,-1.5782313270290804,0.2165748589600457
T_D_2,Tolerant,10,Drought,2,1,Drought,-1.6896358729109324,0.16218516412586306
T_D_2,Tolerant,11,Drought,2,1,Rewatering,-1.6105249005973106,0.2268331494333976
T_D_2,Tolerant,12,Drought,2,1,Rewatering,-1.5653586858378625,0.2214310741523271
T_D_2,Tolerant,13,Drought,2,1,Rewatering,-1.3860148663350584,0.26479406541367345
T_D_2,Tolerant,14,Drought,2,1,Rewatering,-1.2632068483437828,0.30267308285918726
T_D_2,Tolerant,15,Drought,2,1,Rewatering,-1.063528133821597,0.30038802865715675
T_D_2,Tolerant,16,Drought,2,1,PostDrought,-1.01614931454815,0.27876983014210427
T_D_2,Tolerant,17,Drought,2,1,PostDrought,-1.0666448056011952,0.27627241566989946
T_D_2,Tolerant,18,Drought,2,1,PostDrought,-1.1055810375116466,0.32885308383247913
T_D_2,Tolerant,19,Drought,2,1,PostDrought,-1.092394941337899,0.3240490700175008
T_D_2,Tolerant,20,Drought,2,1,PostDrought,-1.0853225896384122,0.2995569593246184
T_D_2,Tolerant,21,Drought,2,2,PreDrought,-0.8882983811979694,0.3323780616102291
T_D_2,Tolerant,22,Drought,2,2,PreDrought,-0.8310076792423563,0.3360591190842409
T_D_2,Tolerant,23,Drought,2,2,PreDrought,-0.8568752850625022,0.34444451854895064
T_D_2,Tolerant,24,Drought,2,2,PreDrought,-0.8688018843837106,0.35039949700051504
T_D_2,Tolerant,25,Drought,2,2,Drought,-0.8926566682828302,0.30118272538934193
T_D_2,Tolerant,26,Drought,2,2,Drought,-1.1216416018544355,0.281803297272438
T_D_2,Tolerant,27,Drought,2,2,Drought,-1.0811144996537903,0.3007205735590256
T_D_2,Tolerant,28,Drought,2,2,Drought,-1.2575335486702401,0.26687764570620426
T_D_2,Tolerant,29,Drought,2,2,Drought,-1.3758032245070722,0.27099489056625103
T_D_2,Tolerant,30,Drought,2,2,Drought,-1.517268867604949,0.23616204018525988
T_D_2,Tolerant,31,Drought,2,2,Rewatering,-1.3036558393047728,0.23935461400481023
T_D_2,Tolerant,32,Drought,2,2,Rewatering,-1.2683430456836395,NA
T_D_2,Tolerant,33,Drought,2,2,Rewatering,-1.1905882114995991,0.29308483556492876
T_D_2,Tolerant,34,Drought,2,2,Rewatering,-1.06819057360942,0.3057925688405581
T_D_2,Tolerant,35,Drought,2,2,Rewatering,-1.0233243624673276,0.3416314327996904
T_D_2,Tolerant,36,Drought,2,2,PostDrought,-0.9686373042632258,0.37433635061924775
T_D_2,Tolerant,37,Drought,2,2,PostDrought,-0.9094894620323484,0.3555534363259322
T_D_2,Tolerant,38,Drought,2,2,PostDrought,-1.018440298946152,0.33341451205469586
T_D_2,Tolerant,39,Drought,2,2,PostDrought,-1.0461759058347415,0.3715930804183298
T_D_2,Tolerant,40,Drought,2,2,PostDrought,-0.8382119762580331,0.36955139487570704
T_D_3,Tolerant,0,Drought,3,1,PreDrought,-0.7931319733774836,0.3582241843289224
T_D_3,Tolerant,1,Drought,3,1,PreDrought,-0.8596560319566701,0.37507961449134086
T_D_3,Tolerant,2,Drought,3,1,PreDrought,-0.8299242728507298,0.3157039939377039
T_D_3,Tolerant,3,Drought,3,1,PreDrought,-0.7298285197314113,0.3829062455758169
T_D_3,Tolerant,4,Drought,3,1,PreDrought,-0.9753896372439546,0.34278524250265713
T_D_3,Tolerant,5,Drought,3,1,Drought,-0.9894009959432124,0.31401400724997625
T_D_3,Tolerant,6,Drought,3,1,Drought,-1.1319950786736777,0.2977212450181373
T_D_3,Tolerant,7,Drought,3,1,Drought,-1.2904381716514026,0.30393367255107717
T_D_3,Tolerant,8,Drought,3,1,Drought,-1.344115048379836,0.24023361861561712
T_D_3,Tolerant,9,Drought,3,1,Drought,-1.4345221877025036,0.21806553305645532
T_D_3,Tolerant,10,Drought,3,1,Drought,-1.7041390486828425,0.17613640584343795
T_D_3,Tolerant,11,Drought,3,1,Rewatering,-1.5365103443774328,0.1830454795218321
T_D_3,Tolerant,12,Drought,3,1,Rewatering,-1.5130574710387694,0.2284807831074679
T_D_3,Tolerant,13,Drought,3,1,Rewatering,NA,0.27180356442746023
T_D_3,Tolerant,14,Drought,3,1,Rewatering,-1.264529736261668,0.2768970177242994
T_D_3,Tolerant,15,Drought,3,1,Rewatering,-1.103945920052719,0.2761201898062365
T_D_3,Tolerant,16,Drought,3,1,PostDrought,-1.1555898356122412,0.3080212408612922
T_D_3,Tolerant,17,Drought,3,1,PostDrought,-1.0973069335727665,0.3263296479304712
T_D_3,Tolerant,18,Drought,3,1,PostDrought,-1.0646612668598794,0.27951210512063535
T_D_3,Tolerant,19,Drought,3,1,PostDrought,-1.0507278227552268,0.33483386262026305
T_D_3,Tolerant,20,Drought,3,1,PostDrought,-0.9530466715848728,0.32381032245711877
T_D_3,Tolerant,21,Drought,3,2,PreDrought,-0.9817455055413077,0.30007875939338513
T_D_3,Tolerant,22,Drought,3,2,PreDrought,-0.9729736771840931,0.3340399619319546
T_D_3,Tolerant,23,Drought,3,2,PreDrought,-0.8557740799371208,0.34630079725495466
T_D_3,Tolerant,24,Drought,3,2,PreDrought,-0.9486080699333803,0.34748988052211377
T_D_3,Tolerant,25,Drought,3,2,Drought,-1.0460964021207402,0.33246967981597836
T_D_3,Tolerant,26,Drought,3,2,Drought,-1.0344015818829204,0.295719481281668
T_D_3,Tolerant,27,Drought,3,2,Drought,-1.1339120198540433,0.28321865751125197
T_D_3,Tolerant,28,Drought,3,2,Drought,-1.2636921002096675,0.3011571853871559
T_D_3,Tolerant,29,Drought,3,2,Drought,-1.3597263068498404,NA
T_D_3,Tolerant,30,Drought,3,2,Drought,-1.380041168596387,0.2291082071308338
T_D_3,Tolerant,31,Drought,3,2,Rewatering,-1.3772417437575621,0.23561293934101607
T_D_3,Tolerant,32,Drought,3,2,Rewatering,-1.2782701586571596,0.2743146901548904
T_D_3,Tolerant,33,Drought,3,2,Rewatering,-1.16355920143133,0.29694486357563177
T_D_3,Tolerant,34,Drought,3,2,Rewatering,-1.1030363295345282,0.33729937319194436
T_D_3,Tolerant,35,Drought,3,2,Rewatering,-1.0361808036051336,0.3216243065237155
T_D_3,Tolerant,36,Drought,3,2,PostDrought,-1.024631254870284,0.3538705864775356
